article_id,Authors,Title,Year,DOI,Abstract,Author Keywords,Index Keywords
6517,"De Jesus Wong-Galvez, Anthony Javier (58651244200); Libaque-Saenz, Christian Fernando (56491341700)","The relationship between digital transformation, financial support, and innovation in higher education institutions: evidence from Peruvian universities",2023,10.48009/1_iis_2023_104,"Both public and private institutions have been affected by the impact of the pandemic. This situation has pushed these institutions to move to a virtual environment where multiple digital tools have been developed to improve the performance of teaching and administrative staff. However, not all institutions have the same resources and support to successfully engage in these projects. This study aims to determine whether financial viability and support influence the digital transformation process in universities, and whether the latter impacts on their innovation capacity. To empirically verify these relationships, this study collected data from 24 Peruvian universities through an online survey. Data were analyzed with a principal component analysis (PCA) technique to generate a digital transformation index. The results showed that financial viability and support have a positive impact on universities’ digital transformation index, and that this index further impacts positively on universities’ innovation levels. Both theoretical and practical implications are discussed. ? 2023 Authors. All rights reserved.",Digital transformation index; financial viability; higher education; innovation; support,
6518,"Kaftan, Vitaly (57216525719); Kandalov, Wadim (58126374200); Molodtsov, Igor (58126559200); Sherstobitova, Anna (56644656600); Strielkowski, Wadim (36620065300)",Socio-Economic Stability and Sustainable Development in the Post-COVID Era: Lessons for the Business and Economic Leaders,2023,10.3390/su15042876,"This paper focuses on social and economic stability, as well as sustainable development, in the post-COVID era in light of the recent theoretical approaches and leadership practices. As governments worldwide resorted to repeated national- and regional-specific impositions of social and economic isolation in an (often failed) attempt to contain the spread of the coronavirus, their economies have been plunged into recessions, which have been deeper than those associated with the global financial crisis in the past. Successful business and economic leaders need to be aware of the dominant trends unfolding as the COVID-19 pandemic is gradually coming to its end and the New Globalization (a new era of international economy and international relations after COVID-19) is materializing. With global living, international travel, and trade interconnected, businesses need to plan for handling the future outbreaks and their economic, as well as social, consequences. The aim of this paper is to draw the lessons for business and economic leaders in the post-COVID era with a focus on the new trends and challenges for the sustainable development and the Sustainable Development Goals (SDGs). The paper also presents an empirical model that assesses the novel ways of doing business and innovating using the sustainable economic practices after the COVID-19 pandemic. The model employs our own data collected from 450 managers and owners of small and medium enterprises (SMEs) in the Czech Republic and Russia. Our results show that innovation and digitalization (e.g., smart metering or the Internet of Things (IoT)) are becoming the main drivers of the sustainable economic transformation of small and medium enterprises in the post-pandemic period. These results might be useful for both academic researchers and business practitioners searching for new pathways for innovating their sustainable business practices and recreating their customer base in the post-COVID era. ? 2023 by the authors.",digital transformation; new globalization; post-COVID era; socio-economic stability; sustainable development,Czech Republic; Russian Federation; biotransformation; business; COVID-19; financial crisis; globalization; international relations; leadership; socioeconomic status; sustainable development
6519,"Kanellos, Nikolaos (58630336200); Katsianis, Dimitrios (6506555963); Varoutas, Dimitrios (55881788800)",Assessing the Impact of Emerging Vertical Markets on 5G Diffusion Forecasting,2023,10.1109/MCOM.001.2200342,"5G technology is not only a next-generation mobile network used for human communications, but also provides a worthy solution to machine-to-machine (M2M) communications requirements that contribute to the digital transformation of many vertical industries including factories of the future, media and entertainment, eHealth, and energy, among others. The assessment of the impact of 5G technology adoption by these M2M vertical markets on the overall 5G service demand represents a challenge for telecommunication operators, policy makers, and regulators, as it is a key factor affecting the underlying techno-economic analysis used for the formulation of their strategic planning and competition policy shaping. Within this scope, in this study, a methodology for overall 5G service diffusion forecasting is proposed that takes into account the introduction of 5G technology in multiple vertical markets. This methodology is based on stochastic modeling of 5G service diffusion in every vertical market under study. It also employs Monte Carlo simulation to generate potential forecast paths for the aggregate 5G service demand. Study findings indicate that the emergence of vertical markets has a significant positive impact on the saturation point of overall 5G demand without increasing the service's diffusion uncertainty to the same degree. ? 1979-2012 IEEE.",,5G mobile communication systems; Commerce; Diffusion; Economic analysis; Forecasting; Intelligent systems; Machine-to-machine communication; Monte Carlo methods; Stochastic models; Stochastic systems; Uncertainty analysis; 5g mobile communication; Communicationtechnology; Diffusion process; Digital transformation; Human communications; Machine-to-machine (M2M); Mobile communications; Predictive models; Service demand; Uncertainty; Random processes
6520,"Kryshtanovych, Svitlana (57215219434); Liakhovych, Galyna (57210793706); Dubrova, Oksana (57219305353); Kazarian, Henrikh (58090405300); Zhekalo, Ganna (57219591600)",Stages of Digital Transformation of Educational Institutions in the System of Sustainable Development of the Region,2023,10.18280/ijsdp.180226,"The purpose of the article is to model the main stages of sustainable development through the digital transformation of educational institutions in the region. World trends in the development of society, education, science and economy are aimed at the transition to digital transformation. Successful digitalization is becoming a key condition for the successful functioning of both the region and the entire country. Accordingly, today the successful sustainable development of the region is impossible without effective digitalization of higher education. Based on the results of the study, paired models of sustainable development of the region were formed with the help of digital transformations, taking into account the characteristics of the educational environment. The study has a number of limitations related to the inability to cover more than one region. Subsequent research should be related to ensuring the sustainable development of the region through the digitalization of other areas of activity. ? 2023 WITPress. All rights reserved.",digital; digitalization; region; stages; sustainable development,education; educational attainment; higher education; institutional framework; sustainable development
6521,"Ciccone, Giuseppe (58672306000); Qorraj, Gazmend (36773690400); Trunk, Nada (57211310760); Bajraliu, Arbnor (58653463000)",Online education during COVID-19 in the Western Balkans: a case study of a university in Kosovo,2023,10.1504/IJMIE.2023.134229,"The educational environment has changed worldwide due to COVID-19, including in the European Union (EU) and the Western Balkans (WB). While the main challenge for the EU member states, according to the EU Commission (2018), is the quality of education and research activities, in contrast, the Western Balkans lack digital infrastructure, including broadband access and digital skills. The aim of the paper is to analyse and address the response of the universities regarding the digitalisation process, quality of education, networking, interactive approach, capacity building and further valuable issues. In addition, the paper analyses the government response in support of universities to overcome the challenges and exploit the opportunities offered by the digital experience during COVID. With regard to the methodology, this study applies descriptive statistics derived from the online surveys with respondents and a focus group as a qualitative method. Copyright ? 2023 Inderscience Enterprises Ltd.",academics; COVID-19; digital education; digital transformation; e-learning,
6522,"Kwilinski, Aleksy (57204068618)",THE RELATIONSHIP BETWEEN SUSTAINABLE DEVELOPMENT AND DIGITAL TRANSFORMATION: BIBLIOMETRIC ANALYSIS,2023,10.34021/ve.2023.06.03(4),"Digital transformation is becoming an integral component of sustainable development for different scales of activity: meta-, mega-, macro, meso-, and microlevels. The aim of the article is to identify the relationship between sustainable development and digital transformation by characterising the evolution of key patterns of scientific publications on this issue. The goal is achieved by forming a relevant sample of scientific articles based on the identification of periods of publication activity, as well as by performing bibliometric analysis of keywords coincidence to identify promising areas of research in this area. On the one hand, categories such as ""sustainable development"" or ""sustainability"" and, on the other hand, categories describing digital transformation. The generated sample of publications for the study includes 9,527 articles and conference papers indexed by the scientific metrics database Scopus for the period 1990-2023. The bibliometric analysis and visualisation of its results were carried out using the VOSviewer software product. On the basis of the visualisation maps, five clusters were identified and characterised based on the meaningful coincidence of keywords in articles and five stages of evolutionary development of the issues of sustainable development and digitalisation. Based on the analysis of empirical data, exponential growth in the number of publications in the context of the relationship between digital technologies and economic, environmental and social sustainability was confirmed (the annual increase in the number of articles on this topic is 36%). The results of the analysis can be used in future research related to sustainable development and digital transformation. ? 2023 Institute for International Cooperation Development. All rights reserved",digital economy; digital transformation; Industry 4.0; information and communication technologies; information economy; smart city; sustainability; sustainable development; the Internet of Things; virtual economy,
6523,"Qi, Yudong (57221393870); Du, Bo (58667967700); Wen, Xin (58666819100)",Strategic Digital Transformation of State-owned Enterprises: Mission Embedding and Mode Selection—A Case Study Based on the Typical Digital Transformation of Three State-owned Enterprises,2023,10.3868/s070-008-023-0005-7,"China’s state-owned enterprises (SOEs) are facing an embedded integration of new functional mission, new classification reform and new digital development. These new tasks require SOEs to embrace digital strategic transformation and innovation for high-quality fulfillment of their national mission. Studying their digital transformation practices, this paper systematically explores the mechanism and path of embedding national mission into SOE digital transformation, and the mode selection of SOE digital transformation under different mission guidance. The findings are: (1) The SOE functional mission focusing on economic development, strategic support and public services in the new era is undertaken by for-profit, strategic and public functional SOEs; (2) the foreign circulation path based on the positioning mechanism-mapping mechanism and the internal consumption connection path for the state capital strategic positioning constitute a double two-way mechanism of embedding the national mission to the SOE digital strategic transformation, leading SOEs to build market-oriented, capacity-oriented and public-oriented digital transformation modes; (3) the three types of reform modes have respectively produced the action mechanism featuring agile strengthening, toughness strengthening and adaptability strengthening, which support the SOE classification performance. This paper attempts to make up for the research gap such as the lack of integration of the SOE digital strategic transformation mode by constructing the theoretical mode of SOE digital strategic transformation under the guidance of national mission, and reveals the intermediary mechanism of digital strategic transformation to support SOEs for fulfilling their functional missions. ? 2023, Higher Education Press Limited Company. All rights reserved.",digital strategic transformation; functional classification; national mission; state-owned enterprises (SOEs); two-way embedding,
6524,"Yang, Guoge (57457534200); Wang, Fengyi (58064661700); Deng, Feng (57202758813); Xiang, Xianhong (57204769671)",Impact of Digital Transformation on Enterprise Carbon Intensity: The Moderating Role of Digital Information Resources,2023,10.3390/ijerph20032178,"In the context of China’s “digital power” strategy, the realization of a green and low-carbon shift in manufacturing has become a necessary condition to promote the economy, and the digital factor has increasingly become a new driving force. The text mining and IPCC methods were used to measure manufacturing enterprise digitalization and the level of enterprise carbon emission intensity from 2011 to 2021, respectively. This study then explored the impact of digitalization on manufacturing enterprise carbon emission intensity based on the least squares method model and instrumental variable method model. This research comes to three conclusions. (1) Digitalization can significantly reduce the enterprise carbon emission intensity of China’s manufacturing industry, and the influence shows a “marginal increase.” (2) Notably, a mechanism analysis indicates the intermediary effect sizes of four crucial intermediaries: green technology innovation > financing constraint > information asymmetry > energy use efficiency. Interestingly, digital information resources positively moderate the positive effect of digitalization on carbon emission intensity through three paths: financing constraints, green technology innovation, and information asymmetry. (3) The influence shows evident signs of heterogeneity—as environmental regulation, financial development, executive education, and R&D quality advance, the inhibiting effect of digitalization on enterprise carbon emission intensity becomes more pronounced. Finally, corresponding policy suggestions are proposed. ? 2023 by the authors.",carbon emission intensity; digital information resources; digital transformation; financing constraints; green innovation; information asymmetry,Carbon; China; Commerce; Data Mining; Economic Development; Educational Status; Industry; China; carbon; carbon emission; environmental economics; green economy; innovation; manufacturing; Article; carbon emission; China; controlled study; digital technology; education; effect size; financial management; human; information asymmetry; instrumental variable analysis; least square analysis; manufacturing industry; mediation analysis; theoretical study; commercial phenomena; data mining; economic development; educational status; industry
6525,"Tareck, Alsamara (57221282252)",LEGAL MECHANISMS FOR THE STIMULATION OF THE DIGITAL ECONOMY IN DEVELOPING COUNTRIES,2023,10.33327/AJEE-18-6S002,"Background: The digital economy has become a significant driver of economic growth in developing countries. However, to fully realise the benefits of the digital economy, legal mechanisms must be put in place to create an environment for its growth. Methods: This article provides an overview of legal mechanisms that can be implemented to stimulate a digital economy in developing countries. These legal mechanisms include the development of appropriate legal frameworks for e-commerce, intellectual property rights protection, privacy and data protection laws, and cybersecurity laws. Additionally, legal mechanisms that promote innovation and entrepreneurship, such as tax incentives, venture capital financing, and business incubators, are also essential. Results and conclusion: The implementation of legal mechanisms can help developing countries build a vibrant digital economy, create jobs, and improve the standard of living for their citizens. ? 2023 Alsamara Tareck.",Developing Countries; Digital Economy; Digital Transformation; Legal Mechanisms; Promotion of a Digital Economy; Stimulation,
6526,"Han, Jiabin (57211993427); Sun, Ruyu (58701344900); Zeeshan, Muhammad (59818863000); Rehman, Alam (57211621729); Ullah, Irfan (57611033000)",The impact of digital transformation on green total factor productivity of heavily polluting enterprises,2023,10.3389/fpsyg.2023.1265391,"Introduction: Digital transformation has become an important engine for economic high-quality development and environment high-level protection. However, green total factor productivity (GTFP), as an indicator that comprehensively reflects economic and environmental benefits, there is a lack of studies that analyze the effect of digital transformation on heavily polluting enterprises’ GTFP from a micro perspective, and its impact mechanism is still unclear. Therefore, we aim to study the impact of digital transformation on heavily polluting enterprises’ GTFP and its mechanism, and explore the heterogeneity of its impact. Methods: We use Chinese A-share listed enterprises in the heavily polluting industry data from 2007 to 2019, measure enterprise digital transformation indicator using text analysis, and measure enterprise GTFP indicator using the GML index based on SBM directional distance function, to investigate the impact of digital transformation on heavily polluting enterprises’ GTFP. Results: Digital transformation can significantly enhance heavily polluting enterprises’ GTFP, and this finding still holds after considering the endogenous problem and conducting robustness tests. Digital transformation can enhance heavily polluting enterprises’ GTFP by promoting green innovation, improving management efficiency, and reducing external transaction costs. The improvement role of digital transformation on heavily polluting enterprises’ GTFP is more obvious in the samples of non-state-owned enterprises, non-high-tech industries, and the eastern region. Compared with blockchain technology, artificial intelligence technology, cloud computing technology, big data technology, and digital technology application can significantly improve heavily polluting enterprises’ GTFP. Discussion: Our paper breaks through the limitations of existing research, which not only theoretically enriches the literature related to digital transformation and GTFP, but also practically provides policy implications for continuously promoting heavily polluting enterprises’ digital transformation and facilitating their high-quality development. Copyright ? 2023 Han, Sun, Zeeshan, Rehman and Ullah.",digital transformation; external transaction costs; green innovation; green total factor productivity; management efficiency,
6527,"Kardkovács, Kolos (58222541700)",Sustainable Employment,2023,10.35551/PFQ_2023_1_5,"The globalisation and demographic processes, and the rapid rate of automation defining the new industrial revolution are fundamentally transforming the world of work, and the conditions and circumstances of employment. At the same time, digital transformation is not only changing the workplaces, but it is offering numerous opportunities, creating further scientific knowledge, and previously unknown industries and occupations. Finding answers to these challenges also requires the understanding of labour market trends, and preparing the existing and future workforce for how to adapt to change. Adaptation to the labour market enhances the role of lifelong learning and the accumulation of knowledge capital. it seems therefore appropriate to concentrate the available social and financial resources on education, training and the acquisition of digital skills. Copyright ? 2023 Public Finance Quarterly.",automation; digitalisation; education; fair employment; labour market; skills; sustainability,
6528,"Alberti, Anthony L. (57191330550); Agarwal, Vivek (7201950097); Gutowska, Izabela (57190597300); Palmer, Camille J. (57196515299); de Oliveira, Cassiano R.E. (7102223138)",Automation levels for nuclear reactor operations: A revised perspective,2023,10.1016/j.pnucene.2022.104559,"This work serves to propose updated levels of automation for nuclear reactor operations, as a result of considering long-term economic and commercial ambitions of the advanced reactor developer community. As in other fields such as road-going vehicles and aviation, reactor technologies can benefit from modern automation through the resulting reduction in operations and maintenance costs, while still maintaining the current industry standards regarding safety, resilience, reliability, overall performance, and the capacity for root-cause analysis. The current guidelines on automation levels, as published by the U.S. Nuclear Regulatory Commission in Section 9 of NUREG-0700, reflect outdated design principles that implicitly limit the potential of automation innovation for reactor operations, particularly in regard to advanced reactors intended to operate in remote locations or be used for off-grid applications. Motivated by the operational paradigms anticipated for future reactor designs, we propose a six-level approach that aligns with contemporary automation concepts as well as automation level definitions from other non-nuclear safety–critical industries. These levels build upon the current guidelines in order to enable next-generation nuclear reactor technologies to become increasingly economically competitive and commercially viable relative to competing power generation sources. Using a hypothetical heat removal reactor transient, we provide examples of how the human–machine interactions change at each level of automation, ranging from traditional operator control (Level 0) to operator-free unattended operations (Level 5)—the latter being one of the key attributes proposed at the Fission Battery Initiative led by Idaho National Laboratory. Finally, we critically examine the identified challenges, knowledge gaps, and enabling technologies to achieve advanced levels of automation. ? 2023 Elsevier Ltd",Advanced sensors; Artificial intelligence; Automation levels; Digital twin; Fission battery; Microreactor; Reduced-order model; Small modular reactor,Accident prevention; Modular construction; Reliability analysis; Small nuclear reactors; 'current; Advanced reactors; Advanced sensors; Automation levels; Fission battery; Levels of automation; Micro-reactor; Reduced order modelling; Reduced-order model; Small modular reactors; Automation
6529,"Ghatasheh, Nazeeh (56010010600); Altaharwa, Ismail (57226639588); Aldebei, Khaled (56901417000)",Modeling the Telemarketing Process Using Genetic Algorithms and Extreme Boosting: Feature Selection and Cost-Sensitive Analytical Approach,2023,10.1109/ACCESS.2023.3292840,"Currently, almost all direct marketing activities take place virtually rather than in person, weakening interpersonal skills at an alarming pace. Furthermore, businesses have been striving to sense and foster the tendency of their clients to accept a marketing offer. The digital transformation and the increased virtual presence forced firms to seek novel marketing research approaches. This research aims at leveraging the power of telemarketing data in modeling the willingness of clients to make a term deposit and finding the most significant characteristics of the clients. Real-world data from a Portuguese bank and national socio-economic metrics are used to model the telemarketing decision-making process. This research makes two key contributions. First, propose a novel genetic algorithm-based classifier to select the best discriminating features and tune classifier parameters simultaneously. Second, build an explainable prediction model. The best-generated classification models were intensively validated using 50 times repeated 10-fold stratified cross-validation and the selected features have been analyzed. The models significantly outperform the related works in terms of class of interest accuracy, they attained an average of 89.07% and 0.059 in terms of geometric mean and type I error respectively. The model is expected to maximize the potential profit margin at the least possible cost and provide more insights to support marketing decision-making. ? 2013 IEEE.",Business analytics; cost-sensitive analysis; electronic business; evolutionary algorithms; marketing research; telemarketing,Classification (of information); Cost benefit analysis; Data mining; Data structures; Electronic commerce; Feature Selection; Genetic algorithms; Marketing; Business analytics; Computational modelling; Cost-sensitive analysis; Decisions makings; Electronic business; Features extraction; Market researches; Marketing research; Predictive models; Telemarketing; Decision making
6530,"Ovchinnikova, Oksana (58497512700); Upadhyay, Niteesh Kumar (57223102088)",THE LEVEL OF CYBERSECURITY OF THE BRICS MEMBER COUNTRIES IN INTERNATIONAL RATINGS: PROSPECTS FOR COOPERATION,2023,10.21684/2412-2343-2023-10-1-7-34,"Creating a legal framework for cybersecurity is a key factor in the digitalization of an economy. The interaction between the BRICS member countries has undergone a digital transformation, which has improved their ability to work together economically and strengthened the growing influence of these countries in the international arena. The purpose of the present study is to determine the potential of the BRICS member nations to form a joint cybersecurity strategy. The authors put forward a hypothesis that the formation of an effective cybersecurity system is possible only with a sufficient level of development of information and communication technologies and a high degree of digitalization of interstate governance. The scientific novelty of this research lies in its complex approach to the scientific and theoretical analysis of the problems of ensuring cybersecurity in the BRICS member countries, on the basis of which it identifies the common areas for cooperation. The research methodology is based on establishing a correlation between the indicators of e-government development and the criteria for state cybersecurity, followed by a comparative analysis. As a quantitative indicator, the authors use the data of the E-Government Development Index for the BRICS member countries from 2010 to 2018. Additionally, the level of maturity of each country’s national cybersecurity system is reflected in the rating of the International Telecommunication Union (ITU). Based on the ITU rating, we assess the cybersecurity efficiency of the BRICS member countries versus other countries. The findings of the research lead the authors to the conclusion that state control over cyberspace and the availability of a national strategy are prerequisites for achieving a high level of cybersecurity. ? 2023, University of Tyumen. All rights reserved.",BRICS; cyber terrorism; cyberattack; cybersecurity; cyberthreats; information infrastructure; national security,
6531,"Guan, Feiyang (57226314736); Tienan, Wang (57226772881); Tang, Liqing (57487370900)",Organizational resilience under COVID-19: the role of digital technology in R&D investment and performance,2023,10.1108/IMDS-04-2022-0220,"Purpose: This study aims at the sudden outbreak of COVID-19, which had an unprecedented negative impact on the Chinese economy, with firms being affected most. Firms differ in terms of their specific internal environment, shaping their ability to respond to the outbreak, so the impact may also vary. Design/methodology/approach: In this paper Chinese listed firms are selected as samples to investigate the mediating effect of prior digital technology on the relationship between R&D (research and development) investment (funds and staff) and firm performance during the epidemic. Firm size and diversification are then introduced as moderating variables to explore the conditional mediating effect of digital technology. Findings: The results indicate that the higher the firm's prior R&D investment, the higher its digital technology level, and thus the stronger its resistance to the epidemic. Moreover, compared with large-scale firms, small-scale firms have the advantage of strategic flexibility to technological changes, which can help them accumulate experience from R&D activities for digital transformation, thus attenuating the negative impact of the COVID-19 on firm performance. Finally, the results also show that digital technology mediates more strongly between R&D investment and firm performance in diversified firms than in centralized firms. Originality/value: The study builds a mediation model to reveal the process mechanism through which R&D investment affects firm performance via digital technology. Firm size and diversification are then innovatively introduced as situational factors to build the moderated mediation model, which opens up a new perspective for understanding the effect of firm internal factors on the relationship between R&D investment, digital transformation and firm performance. ? 2022, Emerald Publishing Limited.",COVID-19; Digital technology; Diversification; Firm size; R&D funds; R&D staff,Economics; Investments; Development investment; Digital technologies; Diversification; Firm Performance; Firm size; Research and development; Research and development fund; Research and development staff; Research investment; COVID-19
6532,"Hoffmann, Marco (7402353591); Kunzmann, Gerald (15923277800); Dudda, Torsten (55647303700); Irmer, Ralf (6603476323); Jukan, Admela (6701855223); MacHer, Gordana (57217105429); Ahmad, Abdullah (58600631600); Beenen, Florian R. (58602292500); Broring, Arne (35117554500); Fellhauer, Felix (54917461500); Fettweis, Gerhard P. (7007049752); Fitzek, Frank H. P. (9434654200); Franchi, Norman (56027315300); Gast, Florian (57218528511); Haberland, Bernd (6603458283); Hoppe, Sandra (57957648200); Joodaki, Sadaf (57218667054); Kuruvatti, Nandish P. (55315377300); Li, Chu (57991918300); Lopez, Miguel (57194341348); Mehmeti, Fidan (57207635215); Meyerhoff, Thomas (21735045600); Miretti, Lorenzo (57204047566); Nguyen, Giang T. (57209111467); Parvini, Mohammad (57224668025); Pries, Rastin (23398041300); Schaefer, Rafael F. (55807559500); Schneider, Peter (57189260136); Schupke, Dominic A. (35578393800); Strassner, Stephanie (58602292600); Stubbe, Henning (57212022815); Voicu, Andra M. (56585803300)",A Secure and Resilient 6G Architecture Vision of the German Flagship Project 6G-ANNA,2023,10.1109/ACCESS.2023.3313505,"The 6th generation of wireless mobile networks is emerging as a paradigm shifting successor to unifying the experience across the physical, digital, and human worlds, pushing boundaries on performance in capacity, throughput, latency, scalability, flexibility, and reliability, while prominently addressing new major factors, including sustainability, security and privacy, as well as digital inclusion. Many research institutions and initiatives worldwide have started investigations to make 6G a reality by approximately 2030. In Germany, federal funding from the German Ministry of Education and Research (BMBF) supports a large-scale 6G initiative, with its lighthouse project, called 6G-ANNA. The core aim of this project is to develop the key aspects of a holistic, sustainable, secure, and resilient 6G system design that will simplify and improve the interaction between humans, digital assets, and the physical environment. This paper shares the vision of the project's main technical working areas and advances, spanning topics from radio access, integration of multiple networks, as well as automation and simplification in networking to new applications and testbed scenarios, including real-time digital twins and extended reality. The industrial impact and relevance of standardization makes 6G-ANNA uniquely positioned to lead and realize the vision of next-generation wireless mobile network technologies, systems, and applications. ? 2013 IEEE.",6G; communications systems; network architecture; resiliency; security; wireless communications,5G mobile communication systems; Digital radio; Mobile security; Network security; Sustainable development; Wireless networks; 3GPP; 5g mobile communication; 6g; 6g mobile communication; Communications systems; Mobile communications; Resiliency; Security; Wireless communications; Network architecture
6533,"Pozos-Pérez, Katia (57374247700); Herrera-Urizar, Gustavo (57552347900); Rivera-Vargas, Pablo (58951863100); Alonso-Cano, Cristina (36545022600)",Use of Mobile Phones in Classrooms and Digitalisation of Educational Centres in Barcelona,2023,10.3390/educsci13010021,"In the wake of the COVID-19 pandemic, multiple educational contexts experienced a sudden and accelerated digital transformation. However, this is not a new phenomenon. For years, public and private initiatives have been designed and tested in Spain. In this regard, the role and use of cell phones in the classroom has been a key and, at the same time, controversial aspect. In Barcelona (Catalonia), for example, recent educational policies have promoted the pedagogical use of cell phones. Within this framework, this article analyses whether these initiatives to promote the use of mobile phones are effectively transferred and implemented in the classroom. Using qualitative research, based on co-design, case studies and content analysis, we examined the reality of three educational centres in Barcelona. In these three contexts, field observations, interviews with management teams and ICT coordinators, and discussion groups with teachers were conducted. The information generated was grouped into five main categories of analysis. As a result, it was observed that the mobile phone has been losing prominence in the classroom. Schools tend to prohibit the use of cell phones and prefer computers to give priority to the control of technological tools in order to use the Internet safely. Mobile phones, in this sense, are only used at certain times when there is a pedagogical objective, although there is still a need for more pedagogical and digital training for teachers. ? 2022 by the authors.",compulsory education; digitisation; educational policies; educational practices; mobile learning; mobile use,
6534,"Sánchez-Canut, Sònia (58655758800); Usart-Rodríguez, Mireia (58314372500); Grimalt-álvaro, Carme (57203572175); Martínez-Requejo, Sonia (58557463000); Lores-Gómez, Beatriz (57711027900)","Professional Digital Competence: Definition, Frameworks, Measurement, and Gender Differences: A Systematic Literature Review",2023,10.1155/2023/8897227,"In the current context of increasing digitization, professionals need to be digitally competent. In addition, women's low participation in the technology field indicates the persistence of a digital gender gap in the economic and social spheres. A key aspect to help reducing digital inequality is the role that the digital competence (DC) plays in the professional development of women, allowing them to enter to a job market still coped by men. The current systematic literature review, following the PRISMA protocol, analyzes the existing definitions of professional DC, the frameworks used to develop it at the workplace, and the gender differences observed. Four main ideas emerge from the review of the 41 selected articles: (1) the need of an enabling professional DC definition to help understand how it operates specifically in professional environments; (2) the expanding role of the DigComp framework to carry out initiatives for assessing, training, developing, advising, or certifying digital competence in professional environments; (3) the identification of seven key dimensions of professional DC; and (4) the need of future studies that go further in the measurement of women's professional DC, as a response of the lack of data about gender differences in this field. Although the limitations of a systematic literature review, such as publications and database bias, these results are aimed at fostering a shared definition and framework of professional DC that standardizes the measurement and development of this competence, allowing workers, and women in particular, to adapt to the digital transformation, assuring equal access to qualified jobs.  ? 2023 Sònia Sánchez-Canut et al.",,
6535,"Ramos, Helena M. (35568240000); Kuriqi, Alban (57039070300); Besharat, Mohsen (57205420202); Creaco, Enrico (56037591400); Tasca, Elias (57219556394); Coronado-Hernández, Oscar E. (57193337460); Pienika, Rodolfo (37050382600); Iglesias-Rey, Pedro (15220062200)",Smart Water Grids and Digital Twin for the Management of System Efficiency in Water Distribution Networks,2023,10.3390/w15061129,"One of the main factors contributing to water scarcity is water loss in water distribution systems, which mainly arises from a lack of adequate knowledge in the design process, optimization of water availability, and poor maintenance/management of the system. Thus, from the perspective of sustainable and integrated management of water resources, it is essential to enhance system efficiency by monitoring existing system elements and enhancing network maintenance/management practices. The current study establishes a smart water grid (SWG) with a digital twin (DT) for a water infrastructure to improve monitoring, management, and system efficiency. Such a tool allows live monitoring of system components, which can analyze different scenarios and variables, such as pressures, operating devices, regulation of different valves, and head-loss factors. The current study explores a case study in which local constraints amplify significant water losses. It develops and examines the DT model’s application in the Gaula water distribution network (WDN) in Madeira Island, Portugal. The developed methodology resulted in a significant potential reduction in real water losses, which presented a huge value of 434,273 m3 (~80%) and significantly improved system efficiency. The result shows a meaningful economic benefit, with savings of about EUR 165k in water loss volume with limiting pressures above the regulatory maximum of 60 m w.c. after the district metered area (DMA) sectorization and the requalification of the network. Hence, only 40% of the total annual volume, concerning the status quo situation, is necessary to supply the demand. The infrastructure leakage index measures the existing real losses and the reduction potential, reaching a value of 21.15, much higher than the recommended value of 4, revealing the great potential for improving the system efficiency using the proposed methodology. ? 2023 by the authors.",digital twin; digital water; smart water grids; water losses; water-energy nexus,Madeira; Portugal; Portugal; Electric power distribution; Energy efficiency; Water management; 'current; Digital water; Maintenance management; Smart water grid; System efficiency; Water distribution networks; Water energy; Water loss; Water scarcity; Water-energy nexus; digitization; optimization; water availability; water management; water use; Water distribution systems
6536,"Martinez-Hernandez, Elias (55263194900)",Digitalisation of chemical processes as graphs and applications of modular decomposition to process design and analysis,2023,10.1016/j.dche.2022.100075,"The digital transformation of chemical processes requires methods that support the modelling and analysis tools suitable to decompose complex systems into manageable components at all stages of process development, starting with conceptual design and analysis. This paper presents examples on how the digitalisation of chemical processes as graphs can facilitate their study and analysis for developing alternative process designs. In a process graph, inputs, outputs and unit operations are represented as nodes and streams are edges which can be weighted using process variables such as flow rate. Once a process is represented as a graph, community detection algorithms can be applied to identify process modules and obtain their modularity. The novel approach presented is based on modular decompositions to identify highly related unit operations in a flowsheet which can be analysed for insightful directions to improve a chemical process. The approach showed to be helpful in analysing a biofuel production process by adopting a combined economic and greenhouse gas emissions analysis at a modular level for hot spot analysis and identification of opportunities for decarbonisation. In an application to process integration, CO2 capture and utilisation networks are analysed in terms of its modularity and efficiency in processing CO2. In both cases, the improved designs had higher modularity values suggesting a correlation between modularity and technical performance which needs to be investigated further. Finally, prospective applications of modularity and modular decomposition approaches to realise several digitalisation tasks are presented. ? 2022",Decarbonisation; Digitalisation; Modularity; Process design; Process modules,
